,title,artist,week,time_wide,time_narrow,uri
883,Why Don't We Fall in Love,['Amerie'],2002 38,man 16. september 2002,16. sep,spotify:track:4bnjq8zqtCnxTGxll5ezOO
884,Somewhere out there,['Our Lady Peace'],2002 37,man 9. september 2002,9. sep,spotify:track:6fQJg7MdQssgZJDhTJtFtd
885,Empires,['Lamya'],2002 36,man 2. september 2002,2. sep,spotify:track:670OGTkib2tFkV9Mqz7GtH
886,Ghosts,['Dirty Vegas'],2002 35,man 26. august 2002,26. aug,spotify:track:4YAeFVVVbOngukTI4z0VKC
887,Ay Ay,['Twoface'],2002 34,man 19. august 2002,19. aug,spotify:track:31Z7bPUGrjdNw9dGzqnaNX
888,You bring her down,['Catbird'],2002 33,man 12. august 2002,12. aug,spotify:track:2uiyQWhbHDQjxzR5Go5s0s
889,Just a little girl,['Amy Studt'],2002 32,man 5. august 2002,5. aug,spotify:track:0ZbMVnYMsGc38qvQCfKNEJ
890,Dilemma,"['Nelly', 'Kelly Rowland']",2002 31,man 29. juli 2002,29. jul,spotify:track:0ARK753YaiJbpLUk7z5yIM
891,Love Story,['Layo & Bushwacka'],2002 30,man 22. juli 2002,22. jul,spotify:track:3SdXO2B5AVG6BDHiS7dOH6
892,Complicated,['Avril Lavigne'],2002 29,man 15. juli 2002,15. jul,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F
893,Mother (Are You Ready to Play),['M Factor'],2002 28,man 8. juli 2002,8. jul,spotify:track:5kgBYalwYfCeL8PnSpz8UC
894,Walk With Me,['Seven and the sun'],2002 27,man 1. juli 2002,1. jul,spotify:track:21bRojWlQJwvf8vGWjU1mq
895,Stripclub junkie,['Stripclub Junkies'],2002 26,man 24. juni 2002,24. jun,spotify:track:4NBM6pzR34tKvEQyERxyIV
896,Are You In? (Paul Oakenfold Remix),['Incubus'],2002 25,man 17. juni 2002,17. jun,spotify:track:1MvJno497VkQR3RsiJcRVm
897,Above the Candystore,['Paola'],2002 24,man 10. juni 2002,10. jun,spotify:track:47255J6RVeLChTqMZwfjDd
898,Spaceship,['Aya'],2002 23,man 3. juni 2002,3. jun,spotify:track:4bwgLW5YLh6iicuWMrPRSn
899,A Thousand Miles,['Vanessa Carlton'],2002 22,man 27. maj 2002,27. maj,spotify:track:4w1lzcaoZ1IC2K5TwjalRP
900,Dove (I'll Be Loving You),['Moony'],2002 21,man 20. maj 2002,20. maj,spotify:track:2YCesiSx9IgzW37uDAgtJ9
901,Nik & Jay,['Nik & Jay'],2002 20,man 13. maj 2002,13. maj,spotify:track:2SjUTdOLfWM0tHgJT7ags6
902,A Little Less Conversation (Radio Edit Remix),['Elvis vs JXL'],2002 19,man 6. maj 2002,6. maj,spotify:track:3j4viUIDSuB4xfYYlp3Lpa
903,Waterfall,['Racing Ape'],2002 18,man 29. april 2002,29. apr,spotify:track:2qQAJ3fb7azoqhsdJ2ngMF
904,At Night,['Shakedown'],2002 17,man 22. april 2002,22. apr,spotify:track:1xrSV0FyGg77IuJGYF3siH
905,Dreaming,['Aurora'],2002 16,man 15. april 2002,15. apr,
906,My culture,"['1 Giant Leap', 'Robbie Williams', 'Maxi Jazz']",2002 15,man 8. april 2002,8. apr,spotify:track:48WbbabDVnaitQgj4f3039
907,Feel what I feel,['Lo Fidelity Allstars'],2002 14,man 1. april 2002,1. apr,spotify:track:3q49AOPnWy4vol9KApTlmc
908,Dom andra,['Kent'],2002 13,man 25. marts 2002,25. mar,spotify:track:1yU51sZHtxvZHlni32lgxM
909,Walk on Water (Baby U Can),['Catch'],2002 12,man 18. marts 2002,18. mar,
910,Okay,['Louise Hart'],2002 11,man 11. marts 2002,11. mar,
911,Move Your Feet,"['Junior Senior', 'Thomas Troelsen']",2002 10,man 4. marts 2002,4. mar,spotify:track:4DX82Vc8qAH4jJPvKxvwg6
912,Try,['Caroline Henderson'],2002 09,man 25. februar 2002,25. feb,spotify:track:13NCDzL8JI2rUdECHeVpVR
913,Moi… Lolita,['AlizÃ©e'],2002 08,man 18. februar 2002,18. feb,
914,Touch Me,['Weeping Willows'],2002 07,man 11. februar 2002,11. feb,spotify:track:724ltX0NuMww2BeLaZf9Mh
915,The Morning After,['Jupiter Day'],2002 06,man 4. februar 2002,4. feb,spotify:track:5rv7teWzljNRzLCqhGWbVH
916,Shoulda Woulda Coulda,['Beverley Knight'],2002 05,man 28. januar 2002,28. jan,spotify:track:60klOfI3BgFCTWrnve4TAH
917,Turn Me On,['Superheroes'],2002 04,man 21. januar 2002,21. jan,spotify:track:02rskrl5x3T5N3aPdRR9Bb
918,The Second You Sleep,['Saybia'],2002 03,man 14. januar 2002,14. jan,spotify:track:5MzphLubufqPp6GYQAjhQD
919,Wherever you will go,['The Calling'],2002 02,man 7. januar 2002,7. jan,spotify:track:5QpaGzWp0hwB5faV8dkbAz
920,I Don't Know What I Can Save You From (RÃ¶yksopp Remix),['Kings of Convenience'],2002 01,man 31. december 2001,31. dec,spotify:track:3DvQTKQ0ydUn5SNYzRL5wr
921,Open sky,['Nanna Jacobi'],2001 52,man 24. december 2001,24. dec,
922,Gotta Get Thru This,['Daniel Bedingfield'],2001 51,man 17. december 2001,17. dec,spotify:track:023lag1AgeOf7YChojecRu
923,In a blue balloon,['Labrador'],2001 50,man 10. december 2001,10. dec,
924,Lauren caught my eye,['The Crash'],2001 49,man 3. december 2001,3. dec,spotify:track:72uMyJYhDP5oecxWMQFA6W
925,Ain't No Lovin',"['K-Jays', 'Janus SoliÃ¥nd']",2001 48,man 26. november 2001,26. nov,
926,In the Beginning,['Allan Vegenfeldt'],2001 47,man 19. november 2001,19. nov,
927,Flawless,['The Ones'],2001 46,man 12. november 2001,12. nov,spotify:track:2HfJzJFcN6DCzIZ6nA8DBW
928,There's a Place,['Carpark North'],2001 45,man 5. november 2001,5. nov,spotify:track:5RC6ZsNMVWJH2LbYppHvsU
929,Crazy English Summer,['Faithless'],2001 44,man 29. oktober 2001,29. okt,spotify:track:4pKHsfz8ARX5m0yBlbFCYp
930,Empty Space,['Jupiter Day'],2001 43,man 22. oktober 2001,22. okt,spotify:track:7AyQzGJfVyjufTUZYPmhlR
931,Rapture (John Creamer & Stephane K Edit),"['Iio', 'Nadia Ali']",2001 42,man 15. oktober 2001,15. okt,spotify:track:21s9uaVLfdKb1xEyiy0MBM
932,Fools Corner,['Saybia'],2001 41,man 8. oktober 2001,8. okt,spotify:track:3R8ZcosasjhnmMIz94dGMF
933,How U remind me,['Nickelback'],2001 40,man 1. oktober 2001,1. okt,spotify:track:0gmbgwZ8iqyMPmXefof8Yf
934,Tilbage hvor vi var,"['Christian', 'Patrik Isaksson']",2001 39,man 24. september 2001,24. sep,spotify:track:25mwOFib6ODcPBRU7Btnn8
935,Because I Got High,['Afroman'],2001 38,man 17. september 2001,17. sep,spotify:track:0rRboI6IRuGx56Dq3UdYY4
936,You set me free,['Abigail'],2001 37,man 10. september 2001,10. sep,spotify:track:1SDrhk6cjrFS8ovB6DeMXC
937,Killin' kind,['Shelby Lynne'],2001 36,man 3. september 2001,3. sep,spotify:track:5XMtMebXBDbzAaELiyOeGP
938,You cry sometimes,['Garbo'],2001 35,man 27. august 2001,27. aug,spotify:track:5jPG7aaPhU0VBhQJneR6Pm
939,White Boy With a Feather,['Jason Downs'],2001 34,man 20. august 2001,20. aug,
940,We Don't Talk (Brother Brown Remix),['Ã–rtz'],2001 33,man 13. august 2001,13. aug,
941,Guitarra G,['Banda Sonora'],2001 32,man 6. august 2001,6. aug,spotify:track:3gXAXc95PevBXKpvwxsaLF
942,Fallin',['Alicia Keys'],2001 31,man 30. juli 2001,30. jul,spotify:track:3unsLiH5FXmaDWtT5Imolu
943,Coming Home,['Girlfriend'],2001 30,man 23. juli 2001,23. jul,spotify:track:6bG3lt7sOmle6u8cQApbAE
944,Little white doll,['Sanne Salomonsen'],2001 29,man 16. juli 2001,16. jul,spotify:track:1QOBAi3MVpKciPUvL4oPCF
945,If i was,['Hush'],2001 28,man 9. juli 2001,9. jul,spotify:track:71LFXuTWFTrhwQvgvoatiZ
946,Kuvala,['Rinneradio'],2001 27,man 2. juli 2001,2. jul,spotify:track:7ovWdPFXo1ZOuAgFtvxObO
947,Soul Limbo,['Musikk'],2001 26,man 25. juni 2001,25. jun,spotify:track:0pGyQQS3tqLtEMSYw7ytrS
948,Daydream in Blue,['I Monster'],2001 25,man 18. juni 2001,18. jun,spotify:track:5cjaDxaXyRlxGgGjRlte7m
949,What would you do,['City High'],2001 24,man 11. juni 2001,11. jun,spotify:track:2648dyCgcTFNkJZXgGlHPv
950,It's Been Awhile,['Staind'],2001 23,man 4. juni 2001,4. jun,spotify:track:1BExV8JprNJLvLeDE9qdEW
951,Fly With Me,['Remee vs Remos'],2001 22,man 28. maj 2001,28. maj,
952,19/2000 (Soulchild Remix),"['Gorillaz', 'Tina Weymouth']",2001 21,man 21. maj 2001,21. maj,spotify:track:1PpfeNl5uYRBhfFcig2Uz6
953,Another Chance,['Roger Sanchez'],2001 20,man 14. maj 2001,14. maj,spotify:track:08fMRujpKhEDTanKN9l2ud
954,I'm gonna blow your mind,['Carly Hennessy'],2001 19,man 7. maj 2001,7. maj,spotify:track:4bSpKo2uouEMhbJQgfOyRS
955,Samb-adagio,['Safri Duo'],2001 18,man 30. april 2001,30. apr,spotify:track:1ybk5jnPbTYCNgYYNRIMVl
956,D.G. Players (Soul Shock & Karlin Remix),['Den Gale Pose'],2001 17,man 23. april 2001,23. apr,spotify:track:0Q9AKqDKKPJLknJd6Vow9X
957,Satisfied,['Rhona'],2001 16,man 16. april 2001,16. apr,
958,Love rain,['Dear'],2001 15,man 9. april 2001,9. apr,
959,Come Along,['Titiyo'],2001 14,man 2. april 2001,2. apr,spotify:track:7GmHOAdriOnI9s5S79GAUr
960,Star catching girl,"['Brother Brown', 'Marie Frank']",2001 13,man 26. marts 2001,26. mar,
961,Mer og mer,"['Clemens', 'Anne Rani']",2001 12,man 19. marts 2001,19. mar,spotify:track:0LwtlwVtUweXpS0imcwxgc
962,Saving Mary,['Fused'],2001 11,man 12. marts 2001,12. mar,spotify:track:57ya1fq8XLGefkByOmneQS
963,Astounded,['Bran van 3000'],2001 10,man 5. marts 2001,5. mar,spotify:track:1sn72oC5S4h7TOBOrd7WNR
964,American Dream,['Jakatta'],2001 09,man 26. februar 2001,26. feb,spotify:track:51xIvzl5RvK4JOxjigU941
965,One Fine Day,['Allan Jensen'],2001 08,man 19. februar 2001,19. feb,spotify:track:09tKusYBv3TUt5YT4i65Km
966,Hvordan mon du har det,['Louise EllerbÃ¦k'],2001 07,man 12. februar 2001,12. feb,spotify:track:2mO23rZFiAg09zFpmXEScA
967,Goes Around Comes Around,['Addis Black Widow'],2001 06,man 5. februar 2001,5. feb,spotify:track:6x915KiWH2rXiB90VNYsRI
968,You Make Me Go Oooh,['Kristine Blond'],2001 05,man 29. januar 2001,29. jan,spotify:track:6QMwVMFrf61NWdMMgmijXH
969,Carcrashes,['Standfast'],2001 04,man 22. januar 2001,22. jan,
970,Ms. Jackson,['Outkast'],2001 03,man 15. januar 2001,15. jan,spotify:track:0I3q5fE6wg7LIfHGngUTnV
971,Here With Me,['Dido'],2001 02,man 8. januar 2001,8. jan,spotify:track:4xFxK0FXmNlUDRgCaIQCVn
972,Long Life to You My Friend,['Bliss'],2001 01,man 1. januar 2001,1. jan,spotify:track:3WwPBdIqQkgUsXdnbgTyMg
973,Promised Land,"['Spanish Fly', 'Adrian Wilding']",2000 52,man 25. december 2000,25. dec,
974,A Christmas Wish,['Noon'],2000 51,man 18. december 2000,18. dec,
975,Alive again,['Hopscotch'],2000 50,man 11. december 2000,11. dec,spotify:track:7LaTQUcbxTz5hdVdXd3yDz
976,Don't Wanna Be,['Camille Jones'],2000 49,man 4. december 2000,4. dec,spotify:track:3vU17Kqs5Zi7yUdOiUHdez
977,Tomorrow Never Dies,['Swan Lee'],2000 48,man 27. november 2000,27. nov,spotify:track:5eCfNt8vtuyrqNbniOuO6k
978,Shame,"['Filur', 'Nellie Ettison']",2000 47,man 20. november 2000,20. nov,spotify:track:7awpmYZhBs9LRVbvFp5r10
979,Baby I Love Your Sister,['3some'],2000 46,man 13. november 2000,13. nov,
980,Nights in White Satin,['Sort Sol'],2000 45,man 6. november 2000,6. nov,spotify:track:6QPJPcMnfRUTLlBCSHda2O
981,Guld og platin,['Karen'],2000 44,man 30. oktober 2000,30. okt,spotify:track:4wouGnHdh2yo8IyLAKL30F
982,Hey Hallo,['Sub-Sui'],2000 43,man 23. oktober 2000,23. okt,
983,Played-a-Live (The Bongo Song),['Safri Duo'],2000 42,man 16. oktober 2000,16. okt,spotify:track:7uuo02BIR76qZ6ZXQhz7Ys
984,MansaYa (KG Rush Remix),['Tchando'],2000 41,man 9. oktober 2000,9. okt,
985,Freak Like Me,['Tru Faith & Dub Conspiracy'],2000 40,man 2. oktober 2000,2. okt,spotify:track:7jUhvpXow0mD27v77F6vC2
986,Overload,['Sugababes'],2000 39,man 25. september 2000,25. sep,spotify:track:7orBBkQgdmanhPCD0FyHHZ
987,Supergirl,['Reamonn'],2000 38,man 18. september 2000,18. sep,spotify:track:3FhNJaCNypOAnZccdYGAWN
988,King Christian,['Mew'],2000 37,man 11. september 2000,11. sep,spotify:track:1tZ4kPaLQshfIzYJD8CCXX
989,Still Believing,"['Erann DD', 'Louise Norby']",2000 36,man 4. september 2000,4. sep,spotify:track:2B6Fs3YkppQe37c3a8tHqG
990,It Takes a Fool to Remain Sane,['The Ark'],2000 35,man 28. august 2000,28. aug,spotify:track:5S8EZuiSNFR2N5eG58oISQ
991,Groovejet,['Spiller'],2000 34,man 21. august 2000,21. aug,spotify:track:5ydeCNaWDmFbu4zl0roPAH
992,It's Alright,"['Filur', 'Nellie Ettisson']",2000 33,man 14. august 2000,14. aug,spotify:track:2pNJ7SWtEIq3HF4A5vuLKS
993,Love Shy,['Kristine Blond'],2000 32,man 7. august 2000,7. aug,spotify:track:56aAUmUVoxpGxaSuvAsXlo
994,Yellow,['Coldplay'],2000 31,man 31. juli 2000,31. jul,spotify:track:3AJwUDP919kvQ9QcozQPxg
995,Daytona Flow,['E.T.A.'],2000 30,man 24. juli 2000,24. jul,spotify:track:3Wuac6LMgurpOw9JWUqXU3
996,Gotta tell you,['Samantha Mumba'],2000 29,man 17. juli 2000,17. jul,spotify:track:1rj0XawWJNisX7SGYexowJ
997,Sleeping with Victor,['Lynden David Hall'],2000 28,man 10. juli 2000,10. jul,spotify:track:57FvqwgC2OSYlnqZAEw07j
998,Up with people,['Lambchop'],2000 27,man 3. juli 2000,3. jul,spotify:track:1zjUfI0yrHvK9fqs7hNmwk
999,Babylon,['David Gray'],2000 26,man 26. juni 2000,26. jun,spotify:track:1sEDn0QkcjWGVoti0Da4kA
1000,We don't know what's coming,['Solomon'],2000 25,man 19. juni 2000,19. jun,spotify:track:3lJ4tJdC7R1F1UeE54VXzR
1001,Taken For Granted,['Sia'],2000 24,man 12. juni 2000,12. jun,spotify:track:6m2czjDcr9L5YMouVLeW4y
1002,Fall into me,['Sepia'],2000 23,man 5. juni 2000,5. jun,spotify:track:5mQ6IpWi0dOK5Wr5kzDlEa
1003,Rund funk (Funkshow's Remix),['Shu-bi-dua'],2000 22,man 29. maj 2000,29. maj,spotify:track:3LcOurlZ7HlXE8JJDsuURu
1004,Found a way out,['Birth'],2000 21,man 22. maj 2000,22. maj,spotify:track:1ffSbSgvo0MGNk7NMz791i
1005,Sleeping around,"['Mintman', 'Monia & Mukupa']",2000 20,man 15. maj 2000,15. maj,spotify:track:2v23cfmAdGLuQjC2qyUOPw
1006,Charm Attack,['Leona Naess'],2000 19,man 8. maj 2000,8. maj,spotify:track:7MUOnC1LYWBLGAarnB442K
1007,Easy,['Emiliana Torrini'],2000 18,man 1. maj 2000,1. maj,spotify:track:1UaRSeXxBpDUWAycBbiA7y
1008,Girlfriend Application,['Freya'],2000 17,man 24. april 2000,24. apr,spotify:track:0T8OZ3R7OyDFt4bCSRgobB
1009,Walkin' in the Name,"['Funkstar de Luxe', 'Terry Maxx']",2000 16,man 17. april 2000,17. apr,spotify:track:6yKm2QIDz9nfbFRK6xLnkH
1010,Drak af din kop,['Tobias Trier'],2000 15,man 10. april 2000,10. apr,spotify:track:4rB3T6DEl0ZYKVriH1WdaS
1011,Walou,['Outlandish'],2000 14,man 3. april 2000,3. apr,spotify:track:6JJmfrmq3jM796Dwyo3ULD
1012,Everything Glows,['D.A.D.'],2000 13,man 27. marts 2000,27. mar,
1013,Den eneste jeg elsker,"['Ginman/JÃ¸rgensen', 'Kaya BrÃ¼el']",2000 12,man 20. marts 2000,20. mar,
1014,Over Me,['Savage Affair'],2000 11,man 13. marts 2000,13. mar,spotify:track:3vdfimiOZB19JMKlxRECyr
1015,I dit spejl (Nie Mehr Mix),['Love Shop'],2000 10,man 6. marts 2000,6. mar,spotify:track:2qga6TTOL1L3WwmQgfqjAD
1016,Et spÃ¸rgsmÃ¥l om tid,['Humleridderne'],2000 09,man 28. februar 2000,28. feb,
1017,What's Going On,['Superheroes'],2000 08,man 21. februar 2000,21. feb,spotify:track:0HD4wSjbjdaCmmC4dH46yD
1018,Don't talk,['Stina Stina'],2000 07,man 14. februar 2000,14. feb,spotify:track:1TEH1lKBFQKxmJDDfKilBM
1019,Place in the Sun,['Abdullah S'],2000 06,man 7. februar 2000,7. feb,spotify:track:0XHMgKI8kEUTm61BbacEn8
1020,Take a picture (H & H mix),['Filter'],2000 05,man 31. januar 2000,31. jan,spotify:track:6q4aoWgTQ8td2AvqQXuFqm
1021,If this is cool,['Dicte'],2000 04,man 24. januar 2000,24. jan,spotify:track:4ZlNI2MSVd9PwGn1XBmXEr
1022,Caught Out There,['Kelis'],2000 03,man 17. januar 2000,17. jan,spotify:track:1nZkrUFLq265za9lofFO3p
1023,Don't falter,"['Mint Royale', 'Lauren Laverne']",2000 02,man 10. januar 2000,10. jan,spotify:track:0KWqNTFs1aXS5HUiOkqlM4
1024,Born 2 Rock,['Klart DÃ©r!'],2000 01,man 3. januar 2000,3. jan,
1025,Sentimental,['Christian Walz'],1999 52,man 27. december 1999,27. dec,spotify:track:5ReN0UY0NTHYgs9JzuVSOQ
1026,Hallelujah,"['Freya', 'Rune Westberg']",1999 51,man 20. december 1999,20. dec,
1027,Re-rewind,"['Artful Dodger', 'Craig David']",1999 50,man 13. december 1999,13. dec,spotify:track:6RcYHuaxUcLAr9O6e2tE10
1028,Absolutely Nothing,['Lambretta'],1999 49,man 6. december 1999,6. dec,spotify:track:0IN8zOHj4h9iVk5Cz4wE09
1029,Don't say you love me,['M2M'],1999 48,man 29. november 1999,29. nov,spotify:track:65i1UPsUtPlEVzewEZR6sY
1030,Don't Call Me Baby,['Madison Avenue'],1999 47,man 22. november 1999,22. nov,spotify:track:4fazGt0v2v2zkzddQOcDZD
1031,Johnny and I,['Superheroes'],1999 46,man 15. november 1999,15. nov,spotify:track:4IVziQ2OxVbfvQpquB2NVy
1032,We're having a party,['Luscious'],1999 45,man 8. november 1999,8. nov,spotify:track:405jYd1LlkFRth20CFH3X6
1033,Vennerne ga',['Humleridderne'],1999 44,man 1. november 1999,1. nov,spotify:track:5jgaQf6wFTKqxSawOU8ZWF
1034,Look me in the eyes,['Hopscotch'],1999 43,man 25. oktober 1999,25. okt,spotify:track:5mXTtupX2X1kTkLzrIHezi
1035,Bellavista sol,['Love Shop'],1999 42,man 18. oktober 1999,18. okt,spotify:track:1YzCyJwX5Tw9KijQkOzwx9
1036,The trains never stop,['Gravity Life'],1999 41,man 11. oktober 1999,11. okt,
1037,Girlfriend,['Mukupa'],1999 40,man 4. oktober 1999,4. okt,spotify:track:1YCfxUNDAx2xvH7YRGfvwG
1038,Welcome Home (Follow the Rainbow),['Christina'],1999 39,man 27. september 1999,27. sep,
1039,Nothing Comes From Nothing,['Camille Jones'],1999 38,man 20. september 1999,20. sep,spotify:track:3Hd9qUdoV8OinpFJXQ8U1p
1040,On a sunny day,['Puddu Varano'],1999 37,man 13. september 1999,13. sep,spotify:track:5SXxbowY10jK1q76ydCqWp
1041,I Try,['Macy Gray'],1999 36,man 6. september 1999,6. sep,spotify:track:5TAf4lnZCZTLlZHNZMLFLi
1042,Smile,['Vitamin C'],1999 35,man 30. august 1999,30. aug,spotify:track:5Xkvi3GZeRGah9e5px61gG
1043,Not For The Dough,"['Multicyde', 'AnÃ¨a']",1999 34,man 23. august 1999,23. aug,spotify:track:6kFpkcHtvKZCtKaBZOUwLk
1044,Five Fathoms,['Everything But The Girl'],1999 33,man 16. august 1999,16. aug,spotify:track:1o3lmN6FgFdp9I87NzZLlz
1045,Symptom of My Time,['Marie Frank'],1999 32,man 9. august 1999,9. aug,spotify:track:50TcrfKbCkMuDFOvdiSEex
1046,Rafiki,['Zap Mama'],1999 31,man 2. august 1999,2. aug,spotify:track:6XSQhCD4sfvBXxixNrwIzi
1047,Double double dutch,['Dope Smugglaz'],1999 30,man 26. juli 1999,26. jul,spotify:track:5fvT7hXnIJrcb2ElV2mDFS
1048,Funky kinda groove,['King George'],1999 29,man 19. juli 1999,19. jul,spotify:track:1CTlXGvOdn9RAof1adLiQs
1049,In essence,['Lovebites'],1999 28,man 12. juli 1999,12. jul,spotify:track:3ntD4bRiKNMzhhj0yyXvD7
1050,I know what i'm here for,['James'],1999 27,man 5. juli 1999,5. jul,spotify:track:6ZNGxbKZZs7EPadjExQK83
1051,Turn Around,['Phats & Small'],1999 26,man 28. juni 1999,28. jun,spotify:track:2nx86MrPkXWQctveAEFJBf
1052,Let Forever Be,['The Chemical Brothers'],1999 25,man 21. juni 1999,21. jun,spotify:track:3m1JFLpKLYgMi1jf6Bu16P
1053,Lovin' is all right,['Christian Walz'],1999 24,man 14. juni 1999,14. jun,spotify:track:2oGscs4Zd6EGRwXksXYrZ0
1054,Faith in life,['Kaya BrÃ¼el'],1999 23,man 7. juni 1999,7. jun,
1055,PÃ¥ flugt fra alting,['Junior'],1999 22,man 31. maj 1999,31. maj,
1056,Future Love,['Presence'],1999 21,man 24. maj 1999,24. maj,
1057,Everybody's Free (To Wear Sunscreen),['Baz Luhrmann'],1999 20,man 17. maj 1999,17. maj,
1058,Venus,['The Feelers'],1999 19,man 10. maj 1999,10. maj,spotify:track:6Avq6z4PQfd08DFG97fYyH
1059,Kiss Me,['Sixpence None The Richer'],1999 18,man 3. maj 1999,3. maj,spotify:track:754kgU5rWscRTfvlsuEwFp
1060,Red Alert (Jaxx Radio Mix),['Basement Jaxx'],1999 17,man 26. april 1999,26. apr,spotify:track:0Z3Y5cWOPaXIBI08KKDVTO
1061,Selv en drÃ¥be,['Diverse kunstnere'],1999 16,man 19. april 1999,19. apr,
1062,Not the greatest rapper,['1000 Clowns'],1999 15,man 12. april 1999,12. apr,spotify:track:1rRhNOtLERHgKRzTAhWNeS
1063,Shakespeare in love,['Layla Kaylif'],1999 14,man 5. april 1999,5. apr,spotify:track:6gUGVtpb1tPicJotyyRUgg
1064,Mamma,['Ken'],1999 13,man 29. marts 1999,29. mar,spotify:track:0b9NLr0t7NlLL69eznTh22
1065,The sunny cha cha cha,['Sunny Face'],1999 12,man 22. marts 1999,22. mar,spotify:track:6oAuBtKkk3dCSBJmiFLBez
1066,Pick a part that's new,['Stereophonics'],1999 11,man 15. marts 1999,15. mar,spotify:track:5ENmb2WrPdGlSAYBaZrEoF
1067,Cigarettes Will Kill You,['Ben Lee'],1999 10,man 8. marts 1999,8. mar,spotify:track:3L2hUBD0DlXaR4oZHQFmH4
1068,Come to Sin,['Bananafishbones'],1999 09,man 1. marts 1999,1. mar,spotify:track:11mEMs7vgTFRdg9OppZO8U
1069,Graceland,['Kashmir'],1999 08,man 22. februar 1999,22. feb,spotify:track:1dtBXQOQcfmivPHZtOZ53l
1070,Under the Water,"['Brother Brown', ""Frank'ee""]",1999 07,man 15. februar 1999,15. feb,spotify:track:4y8rmW2VpSpUjMmsM9SRX8
1071,Tequila (Mint Royale Shot),['Terrorvision'],1999 06,man 8. februar 1999,8. feb,spotify:track:6KB2JBxaLKOyd6nBGTrL8p
1072,As Time Goes By (Popshop Remix),['Miami'],1999 05,man 1. februar 1999,1. feb,
1073,Chocolate Salty Balls,['Isaac Hayes'],1999 04,man 25. januar 1999,25. jan,
1074,The Power (Lil' Deevah's Anthem),['Andy Roda'],1999 03,man 18. januar 1999,18. jan,spotify:track:4Fnk6CnFZCLwT75YyiOftV
1075,Burning Sugar,['Martin Hall'],1999 02,man 11. januar 1999,11. jan,spotify:track:0odCbtHB5m93cilmiqINjL
1076,Unforgivable Sinner,['Lene Marlin'],1999 01,man 4. januar 1999,4. jan,spotify:track:0OAfv038kxh9xLGjJ7fRLi
1077,Lola (If You Ever…),['Natural Born Hippies'],1998 53,man 28. december 1998,28. dec,spotify:track:6Snd42mUPOEuuOLcc6uAoh
1078,Resurrection,['James Thomas'],1998 52,man 21. december 1998,21. dec,
1079,3 Apologies for Christmas,['Under'],1998 51,man 14. december 1998,14. dec,
1080,Your Waste of Time,['Tina Dickow'],1998 50,man 7. december 1998,7. dec,spotify:track:0X4DU83IV8kzxX8PLnuNYn
1081,Wake Me Up,['Weatherbeat'],1998 49,man 30. november 1998,30. nov,spotify:track:4vqWoGzaryw83JEztF2vP1
1082,Mr. Opposite,['Freya'],1998 48,man 23. november 1998,23. nov,spotify:track:3PQ51x1chpJXypXvGoJBhv
1083,Friday Night,['Mark Linn'],1998 47,man 16. november 1998,16. nov,spotify:track:4C1NJAwa33810rQw2aSym3
1084,Would You…?,['Touch And Go'],1998 46,man 9. november 1998,9. nov,
1085,Morning afterglow,['Electrasy'],1998 45,man 2. november 1998,2. nov,spotify:track:66PRU8VULNCPRnjv6STLRu
1086,Love me or leave me,['Marie Carmen Koppel'],1998 44,man 26. oktober 1998,26. okt,spotify:track:1zZpuu47w2N64zCNyTIZyM
1087,Big Big World,['Emilia'],1998 43,man 19. oktober 1998,19. okt,spotify:track:5I4xjdu4DeKUNMiufzQLoA
1088,"Please Ya, Lisa",['Zididada'],1998 42,man 12. oktober 1998,12. okt,spotify:track:7thpeKn9vx8qlbf1CI9mZY
1089,Too Much of Nothing,['The Kooks'],1998 41,man 5. oktober 1998,5. okt,spotify:track:72TtyGiZagppGF7D0SKdiA
1090,Kerry Kerry,['Cinerama'],1998 40,man 28. september 1998,28. sep,spotify:track:3Vgu0mtimwL7jska8UdPio
1091,Killing Me,['Jox'],1998 39,man 21. september 1998,21. sep,
1092,Got to let you go,['Jade Ell'],1998 38,man 14. september 1998,14. sep,spotify:track:0ncOAngTKczLIAn9GpeqPx
1093,Go Away,['Fruitcage'],1998 37,man 7. september 1998,7. sep,
1094,Nu gÃ¥r lykken forbi,['Olesen-Olesen'],1998 36,man 31. august 1998,31. aug,spotify:track:21a3gtUsEtrLzVlrJ0NfwN
1095,Hey now now,['Swirl 360'],1998 35,man 24. august 1998,24. aug,spotify:track:7hFdssUpIMRlpGHcwFLxLa
1096,Colours Have No Name,['Kenneth Raaberg'],1998 34,man 17. august 1998,17. aug,
1097,I Know Enough (I Don't Get Enough),['Theaudience'],1998 33,man 10. august 1998,10. aug,spotify:track:65JqBDmLJfakjQoy70uxJ6
1098,Dog In The Piano,['Indian Rope Man'],1998 32,man 3. august 1998,3. aug,spotify:track:5mvTXilU2KAEEWBgywVUXI
1099,Wolverine,['Diva'],1998 31,man 27. juli 1998,27. jul,
1100,I was thinking of you,['The Tuesdays'],1998 30,man 20. juli 1998,20. jul,spotify:track:2pdcVWMOIHEsdY0dohA6WS
1101,Human enough,['The Bear Quartet'],1998 29,man 13. juli 1998,13. jul,spotify:track:5zj9VYy1n9m9o6l1B8F0Ol
1102,Fragments of Life,['Roy Vedas'],1998 28,man 6. juli 1998,6. jul,
